toreorder,SubjectID,study,ageinmonths,ageinyears,gender,ChildRace_raw,ChildRace,placetested,ChildLang,childspeakers,MothersEdu,daycare/school,siblings,Network Size,NetworkRaceEntropy,RaceEIindex,RaceEIindex_detailedbiracial,LangEntropy_perlang,LangEntropy_percategory,LangEIIndex,NumKin,PropKin,NumAdults,PropAdult,NumChild (total - adult),PropChild,NumHighIntense,NumLowIntense,PropHighIntense,PropLowIntense,NumContexts,groupnodefordaycareteachers+kids,componentratio,Density,NeighorRaceDiv,zipcode,zipcode_og,city,county,suburban/urban,white_zipcode,black_zipcode,americanindian_zipcode,asian_zipcode,nativehawaiian_zipcode,hispanic_zipcode,some_other_race_zipcode,two_or_more_zipcode,NeighborLangDiv,percent_nonenglish,percent_englishonly,percent_spanish_speaking,percent_IndoEuropean_speaking,percent_AsianPacific_speaking,percent_otherlang_speaking,familycomp_raceentro,schoolcomp_raceentro,extra1comp_raceentro,extra2comp_raceentro,extra3comp_raceentro,extra4comp_raceentro,extra5comp_raceentro,median_income
214,RacePref61,RacePref,45.00,3.75,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,18,2.177,0.333333333,0.333333333,NA,0.309543429,-0.888888889,3,0.17,9,0.50,9,0.50,NA,NA,NA,NA,4,,0.176470588,0.418300654,0.978618129,60614,60614,"Chicago, IL",Cook County,urban,0.796,0.039,0,0.074,0,0.061,0.001,0.058,0.837390458,0.141,0.859,0.04,0.062,0.029,0.01,0,1.921928095,2.197159723,2.25,NA,NA,NA,117138
215,RacePref62,RacePref,39.24,3.27,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,0.991,-0.538461538,-0.538461538,NA,0,-1,8,0.62,7,0.54,6,0.46,NA,NA,NA,NA,3,,0.166666667,0.487179487,0.949567718,60657,60657,"Chicago, IL",Cook County,urban,0.805,0.025,0.001,0.069,0.001,0.07,0.001,0.057,0.866234175,0.146,0.854,0.049,0.053,0.033,0.011,0,1.584962501,0.721928095,NA,NA,NA,NA,95173
216,RacePref64,RacePref,54.24,4.52,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,21,0.592,-0.714285714,-0.714285714,NA,0.856995718,NA,10,0.48,11,0.52,10,0.48,NA,NA,NA,NA,4,,0.15,0.452380952,0.671717715,68135,68135,"Omaha, NE",Douglas County,urban,0.875,0.018,0.002,0.036,0.001,0.044,0,0.048,0.487587374,0.071,0.929,0.02,0.024,0.026,0.001,0,0.591672779,0.591672779,0.591672779,NA,NA,NA,116106
217,RacePref65,RacePref,41.51,3.46,Female,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,22,2.231,0.818181818,-0.272727273,NA,0.945660305,NA,8,0.36,13,0.59,9,0.41,NA,NA,NA,NA,3,,0.095238095,0.489177489,1.586829898,60605,60605,"Chicago, IL",Cook County,urban,0.573,0.165,0.001,0.161,0,0.058,0.003,0.076,1.165396762,0.224,0.776,0.04,0.086,0.082,0.016,1.554585169,1.836591668,1.79248125,NA,NA,NA,NA,111438
218,RacePref67,RacePref,41.28,3.44,Female,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,no,sibling,8,1.500,0.5,-0.5,NA,0.954434003,NA,4,0.50,3,0.38,5,0.63,NA,NA,NA,NA,1,,0,1,1.049086496,60639,60639,"Chicago, IL",Cook County,urban,0.067,0.129,0.001,0.015,0,0.779,0.003,0.011,1.093156534,0.737,0.263,0.7,0.02,0.013,0.004,1.5,NA,NA,NA,NA,NA,NA,46107
219,RacePref68,RacePref,57.89,4.82,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,20,0.774,-0.6,-0.6,NA,0.297472249,-0.894736842,8,0.40,9,0.45,11,0.55,NA,NA,NA,NA,5,,0.210526316,0.363157895,0.850767656,60014,60014,"Crystal Lake, IL",McHenry County,suburban/rural,0.822,0.013,0.002,0.024,0,0.123,0.002,0.027,0.732709551,0.131,0.869,0.086,0.029,0.014,0.002,0.503258335,1.370950594,0,0,0,NA,NA,87413
220,RacePref69,RacePref,47.76,3.98,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,18,1.516,-0.333333333,-0.333333333,NA,0.503258335,NA,3,0.17,11,0.61,7,0.39,NA,NA,NA,NA,4,,0.176470588,0.281045752,1.12755965,44120,44120,"Cleveland, OH",Cuyahoga County,urban,0.22,0.704,0.002,0.036,0,0.017,0,0.042,0.523058854,0.074,0.926,0.02,0.022,0.023,0.009,0.650022422,0.650022422,0.918295834,2.321928095,NA,NA,NA,39657
221,RacePref70,RacePref,46.22,3.85,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,13,1.420,-0.166666667,-0.166666667,NA,0.811278124,-0.5,10,0.77,8,0.62,5,0.38,NA,NA,NA,NA,2,,0.083333333,0.923076923,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,0.918295834,NA,1.485475297,NA,NA,NA,NA,78704
222,RacePref71,RacePref,58.06,4.84,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,14,1.522,-0.142857143,-0.142857143,NA,0.734529921,-0.714285714,4,0.29,5,0.36,9,0.64,NA,NA,NA,NA,4,,0.230769231,0.692307692,1.067854498,46322,46322,"Highland, IN",Lake County,suburban/rural,0.764,0.046,0.004,0.021,0,0.148,0.001,0.033,0.699998106,0.117,0.883,0.066,0.031,0.016,0.004,1.49111485,0.811278124,1.49111485,0.811278124,NA,NA,NA,67281
223,RacePref72,RacePref,46.22,3.85,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,9,1.224,-0.333333333,-0.333333333,NA,0.99107606,-0.111111111,3,0.33,5,0.56,4,0.44,NA,NA,NA,NA,2,,0.125,0.444444444,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,0,1.5,NA,NA,NA,NA,NA,45077
224,RacePref73,RacePref,55.63,4.64,Female,Other:,Other:,museum,"Speaks one language (not English), Speaks more than one language",multilingual,NA,yes,sibling,13,NA,NA,NA,NA,1.625814584,NA,5,0.38,7,0.54,6,0.46,NA,NA,NA,NA,3,,0.166666667,0.41025641,0.910587517,46038,46038,"Fishers, IN",Hamilton County,suburban/rural,0.816,0.057,0,0.075,0,0.031,0,0.041,0.667343962,0.105,0.895,0.019,0.037,0.043,0.006,0,1.370950594,0,NA,NA,NA,NA,92464
225,RacePref74,RacePref,54.47,4.54,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,10,0.922,-0.6,-0.6,NA,0,-1,4,0.40,6,0.60,4,0.40,NA,NA,NA,NA,3,,0.222222222,0.311111111,0.870644632,28805,28805,"Asheville, NC",Buncombe County,suburban/rural,0.82,0.092,0.003,0.002,0,0.069,0.001,0.026,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1.584962501,NA,NA,NA,51440
226,RacePref76,RacePref,49.11,4.09,Female,Hispanic or Latino-American,Hispanic or Latino-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,18,1.224,0.777777778,0.777777778,NA,0.614369446,NA,6,0.33,10,0.56,8,0.44,NA,NA,NA,NA,4,,0.176470588,0.477124183,0.898092881,60526,60526,"La Grange Park, IL",Cook County,suburban/rural,0.811,0.039,0,0.016,0,0.125,0,0.018,NA,NA,NA,NA,NA,NA,NA,1.251629167,1.224394445,1.521928095,1.556656707,NA,NA,NA,105120
227,RacePref77,RacePref,57.66,4.81,Female,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,yes,only,9,0.503,-0.777777778,-0.777777778,NA,0.99107606,NA,4,0.44,6,0.67,3,0.33,NA,NA,NA,NA,2,,0.125,0.583333333,1.476701185,60061,60061,"Vernon Hills, IL",Lake County,suburban/rural,0.591,0.031,0.002,0.228,0,0.121,0,0.054,1.641767183,0.403,0.597,0.099,0.152,0.145,0.007,0,0.650022422,NA,NA,NA,NA,NA,104583
228,RacePref78,RacePref,49.31,4.11,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,no,sibling,19,0.4854608,-0.777777778,-0.777777778,NA,0,-1,5,0.26,8,0.42,11,0.58,NA,NA,NA,NA,4,,0.166666667,0.660818713,1.411118468,60053,60053,"Morton Grove, IL",Cook County,suburban/rural,0.583,0.029,0,0.304,0,0.062,0.005,0.033,1.935473107,0.545,0.455,0.046,0.269,0.147,0.083,0,NA,0.918295834,0.721928095,0,NA,NA,85360
229,RacePref79,RacePref,49.47,4.12,Female,"Hispanic or Latino-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,only,13,1.198,0.692307692,-0.538461538,NA,1.314320487,NA,6,0.46,10,0.77,3,0.23,NA,NA,NA,NA,3,,0.166666667,0.538461538,1.333800603,85365,85365,"Yuma, AZ",Yuma County,suburban/rural,0.478,0.03,0.005,0.02,0,0.437,0,0.06,1.090225901,0.345,0.655,0.321,0.008,0.012,0.004,0,1.556656707,0,NA,NA,NA,NA,53131
230,RacePref80,RacePref,51.68,4.31,Female,"European or White-American,Hispanic or Latino-American",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,18,1.194,0.333333333,-0.777777778,NA,0.803071727,NA,5,0.28,12,0.67,6,0.33,NA,NA,NA,NA,4,,0.176470588,0.418300654,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,0.970950594,1.459147917,0.970950594,0.954434003,NA,NA,NA,28965
231,RacePref82,RacePref,57.93,4.83,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,26,0.516,-0.769230769,-0.769230769,NA,0,-1,4,0.15,13,0.50,13,0.50,NA,NA,NA,NA,6,,0.2,0.206153846,1.661457197,60446,60446,"Romeoville, IL",Will County,suburban/rural,0.474,0.103,0,0.064,0,0.328,0.004,0.054,1.536129447,0.392,0.608,0.258,0.059,0.042,0.033,0,0.591672779,0.543564443,0.811278124,0,0,NA,79883
232,RacePref83,RacePref,44.08,3.67,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,24,1.325,-0.416666667,-0.416666667,NA,0,-1,6,0.25,14,0.58,10,0.42,NA,NA,NA,NA,5,,0.173913043,0.347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.75,0.650022422,1.251629167,0,NA,NA,NA
233,RacePref84,RacePref,40.49,3.37,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,no,sibling,6,0.000,-1,-1,NA,0.650022422,-0.666666667,6,1.00,4,0.67,2,0.33,NA,NA,NA,NA,1,,0,1,0.900701722,60473,60473,"South Holland, IL",Cook County,suburban/rural,0.136,0.806,0,0.005,0,0.048,0.001,0.009,0.535185389,0.083,0.917,0.05,0.01,0.003,0.02,0,NA,NA,NA,NA,NA,NA,63157
234,RacePref85,RacePref,36.00,3.00,Female,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,yes,only,14,1.198,-0.285714286,-0.285714286,NA,1.577406283,NA,5,0.36,9,0.64,5,0.36,NA,NA,NA,NA,3,,0.153846154,0.538461538,1.556238086,60101,60101,"Addison, IL",DuPage County,suburban/rural,0.458,0.036,0.001,0.093,0,0.398,0.001,0.026,1.669190019,0.528,0.472,0.326,0.165,0.03,0.007,0,1.405639062,0,NA,NA,NA,NA,67525
235,RacePref88,RacePref,47.93,3.99,Male,Hispanic or Latino-American,Hispanic or Latino-American,museum,Speaks more than one language,multilingual,NA,yes,only,9,0.503,-0.777777778,-0.777777778,NA,1.224394445,NA,6,0.67,7,0.78,2,0.22,NA,NA,NA,NA,2,,0.125,0.666666667,1.324677635,60538,60538,"Montgomery, IL",Kendall County,suburban/rural,0.59,0.052,0.001,0.019,0.001,0.316,0,0.041,1.159561793,0.298,0.702,0.246,0.019,0.019,0.014,0,0.721928095,NA,NA,NA,NA,NA,83377
236,RacePref91,RacePref,51.41,4.28,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,12,1.418,-0.333333333,-0.333333333,NA,0.811278124,-0.5,3,0.25,4,0.33,8,0.67,NA,NA,NA,NA,3,,0.181818182,0.954545455,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,0,1.49111485,0.503258335,NA,NA,NA,NA,78704
237,RacePref92,RacePref,56.05,4.67,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,11,1.686,-0.090909091,-0.090909091,NA,0.439496987,-0.818181818,3,0.27,5,0.45,6,0.55,NA,NA,NA,NA,3,,0.2,0.418181818,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,0.918295834,0.650022422,1.5,NA,NA,NA,NA,28965
238,RacePref93,RacePref,57.34,4.78,Female,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,25,1.914,0.6,-0.76,NA,0.639556365,-0.76,8,0.32,16,0.64,9,0.36,NA,NA,NA,NA,6,,0.208333333,0.346666667,1.366131964,60610,60610,"Chicago, IL",Cook County,urban,0.687,0.145,0.003,0.081,0,0.067,0.001,0.032,0.88057716,0.151,0.849,0.044,0.06,0.039,0.008,1.572623664,1.392147224,1.584962501,1.521928095,1,1.5,NA,92130
239,RacePref94,RacePref,45.92,3.83,Female,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,11,0.866,0.818181818,-1,NA,0,-1,5,0.45,6,0.55,5,0.45,NA,NA,NA,NA,2,,0.1,0.781818182,0.962126589,60514,60514,"Clarendon Hills, IL",DuPage County,suburban/rural,0.788,0.008,0.001,0.08,0,0.101,0,0.044,0.897240252,0.162,0.838,0.077,0.039,0.044,0.002,1.370950594,0.503258335,NA,NA,NA,NA,NA,105753
240,RacePref95,RacePref,39.70,3.31,Female,"Asian or Asian-American,European or White-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,12,1.500,0.5,-1,NA,0.811278124,NA,6,0.50,6,0.50,6,0.50,NA,NA,NA,NA,2,,0.090909091,0.545454545,1.232180947,60089,60089,"Buffalo Grove, IL",Lake County,suburban/rural,0.685,0.024,0.001,0.218,0,0.055,0.001,0.032,1.606711336,0.407,0.593,0.046,0.204,0.143,0.014,1.556656707,0.650022422,NA,NA,NA,NA,NA,116050
241,RacePref97,RacePref,49.21,4.10,Female,Mixed/Biracial,Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,only,22,1.510,0.454545455,NA,NA,0.276195428,NA,1,0.05,13,0.59,9,0.41,NA,NA,NA,NA,6,,NA,NA,1.6580147,60625,60625,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,1.521928095,1.148834854,0.918295834,0.863120569,1.921928095,1.448815636,NA,68770
242,RacePref98,RacePref,39.38,3.28,Female,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks only English,monolingual,NA,yes,sibling,14,1.985,0.571428571,-0.428571429,NA,0,-1,3,0.21,6,0.43,8,0.57,NA,NA,NA,NA,3,,0.153846154,0.626373626,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,1.378783493,1.836591668,1.378783493,NA,NA,NA,NA,28965
243,RacePref99,RacePref,55.53,4.63,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,15,1.506,0.066666667,0.066666667,NA,0.353359335,-0.866666667,6,0.40,9,0.60,6,0.40,NA,NA,NA,NA,4,,0.214285714,0.304761905,1.07680371,60505,60505,"Aurora, IL",Kane County,suburban/rural,0.148,0.081,0,0.009,0,0.757,0.001,0.008,1.043662252,0.675,0.325,0.659,0.005,0.007,0.004,0,1.584962501,0,1,NA,NA,NA,50986
244,RacePref102,RacePref,55.33,4.61,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,24,0.785,-0.666666667,-0.666666667,NA,0.249882293,-0.916666667,9,0.38,14,0.58,10,0.42,NA,NA,NA,NA,NA,,NA,NA,0.728215251,63119,63119,"Saint Louis, MO",St. Louis County,urban,0.859,0.076,0.001,0.025,0,0.018,0.001,0.04,0.316460238,0.04,0.96,0.008,0.015,0.013,0.004,0,0.640206433,0,0.543564443,NA,NA,NA,84995
245,RacePref103,RacePref,57.14,4.76,Male,Hispanic or Latino-American,Hispanic or Latino-American,museum,Speaks more than one language,multilingual,NA,no,only,12,0.000,-1,-1,NA,0.918295834,NA,12,1.00,11,0.92,1,0.08,NA,NA,NA,NA,1,,0,1,1.557943334,60411,60411,"Chicago Heights, IL",Cook County,urban,0.205,0.501,0,0.004,0,0.265,0.007,0.036,0.943062108,0.239,0.761,0.213,0.013,0.001,0.012,0,NA,NA,NA,NA,NA,NA,47769
246,RacePref106,RacePref,44.61,3.72,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,0.991,-0.538461538,-0.538461538,NA,0.391243564,-0.846153846,3,0.23,7,0.54,6,0.46,NA,NA,NA,NA,4,,0.25,0.256410256,1.438420438,60647,60647,"Chicago, IL",Cook County,urban,0.443,0.054,0.001,0.03,0,0.448,0.001,0.045,1.199690563,0.375,0.625,0.333,0.026,0.01,0.006,0,1.5,0,0.721928095,NA,NA,NA,78413
247,RacePref107,RacePref,47.43,3.95,Male,"Asian or Asian-American,European or White-American",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,yes,sibling,14,2.412,0.571428571,0.142857143,NA,1.140115679,NA,3,0.21,9,0.64,5,0.36,NA,NA,NA,NA,3,,NA,NA,1.776802833,60608,60608,"Chicago, IL",Cook County,urban,0.191,0.172,0.001,0.12,0,0.507,0.001,0.015,1.524042108,0.558,0.442,0.432,0.018,0.103,0.005,2,1.921928095,1.521928095,NA,NA,NA,NA,50133
248,RacePref108,RacePref,45.03,3.75,Female,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,11,1.435,-0.090909091,-0.090909091,NA,0.994030211,NA,3,0.27,7,0.64,4,0.36,NA,NA,NA,NA,3,,0.2,0.527272727,1.1619203,60540,60540,"Naperville, IL",DuPage County,suburban/rural,0.734,0.031,0,0.142,0,0.067,0.002,0.047,1.058489625,0.194,0.806,0.044,0.078,0.059,0.013,0,1.448815636,0.811278124,NA,NA,NA,NA,128247
249,RacePref109,RacePref,40.95,3.41,Male,"Asian or Asian-American,Mixed/Biracial",Mixed/Biracial,museum,Speaks more than one language,multilingual,NA,no,only,9,1.837,0.555555556,-0.777777778,NA,0.918295834,NA,2,0.22,4,0.44,5,0.56,NA,NA,NA,NA,4,,0.375,0.5,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,1,NA,2,0.918295834,0.721928095,NA,NA,28965
250,RacePref110,RacePref,47.30,3.94,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,16,1.324,-0.375,-0.375,NA,0,-1,4,0.25,8,0.50,8,0.50,NA,NA,NA,NA,4,,0.2,0.458333333,1.695542311,60640,60640,"Chicago, IL",Cook County,urban,0.553,0.166,0.003,0.109,0,0.143,0.002,0.049,1.587830324,0.341,0.659,0.12,0.096,0.066,0.059,1.370950594,0.863120569,1.378783493,1.370950594,NA,NA,NA,57221
251,RacePref111,RacePref,38.95,3.25,Female,Asian or Asian-American,Asian or Asian-American,museum,Speaks only English,monolingual,NA,yes,sibling,14,1.484,-0.285714286,-0.285714286,NA,0.734529921,-0.714285714,6,0.43,9,0.64,5,0.36,NA,NA,NA,NA,4,,0.230769231,0.395604396,0.978618129,60614,60614,"Chicago, IL",Cook County,urban,0.796,0.039,0,0.074,0,0.061,0.001,0.058,0.837390458,0.141,0.859,0.04,0.062,0.029,0.01,0.591672779,1.370950594,0.811278124,0,NA,NA,NA,117138
252,RacePref112,RacePref,46.41,3.87,Male,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,yes,only,15,1.237,-0.466666667,-0.466666667,NA,0.566509507,NA,6,0.40,9,0.60,6,0.40,NA,NA,NA,NA,2,,0.071428571,0.657142857,1.015916738,60477,60477,"Tinley Park, IL",Cook County,suburban/rural,0.789,0.059,0,0.021,0,0.122,0.002,0.013,0.899574094,0.155,0.845,0.06,0.03,0.011,0.054,0,1.49111485,NA,NA,NA,NA,NA,69419
253,RacePref114,RacePref,58.82,4.90,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,1.489,-0.230769231,-0.230769231,NA,0,-1,3,0.23,8,0.62,5,0.38,NA,NA,NA,NA,3,,0.166666667,0.730769231,0.301504237,46301,46301,"Beverly Shores, IN",Porter County,suburban/rural,0.96,0.014,0,0.007,0,0.019,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.921928095,1.459147917,NA,NA,NA,NA,97250
254,RacePref115,RacePref,41.64,3.47,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,only,6,1.918,0.333333333,0.333333333,NA,0,-1,2,0.33,5,0.83,1,0.17,NA,NA,NA,NA,2,,0.2,1,1.510929004,60642,60642,"Chicago, IL",Cook County,urban,0.6,0.101,0,0.07,0,0.202,0,0.054,1.062583772,0.227,0.773,0.15,0.052,0.023,0.002,0,1.918295834,NA,NA,NA,NA,NA,112241
255,RacePref116,RacePref,54.54,4.54,Male,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,sibling,13,1.573,-0.076923077,-0.076923077,NA,0.391243564,-0.846153846,4,0.31,7,0.54,6,0.46,NA,NA,NA,NA,3,,0.166666667,0.794871795,1.144595289,60646,60646,"Chicago, IL",Cook County,urban,0.726,0.011,0,0.103,0,0.142,0,0.036,1.461519007,0.318,0.682,0.102,0.135,0.061,0.02,0.721928095,1.49111485,0.811278124,NA,NA,NA,NA,95593
256,RacePref117,RacePref,38.45,3.20,Female,European or White-American,European or White-American,museum,Speaks only English,monolingual,NA,yes,only,21,1.280,-0.428571429,-0.428571429,NA,0.276195428,-0.904761905,9,0.43,16,0.76,5,0.24,NA,NA,NA,NA,3,,0.1,0.414285714,0.42968361,62249,62249,"Highland, IL",Madison County,suburban/rural,0.938,0.013,0.001,0.019,0,0.025,0.001,0.005,0.357425464,0.048,0.952,0.016,0.02,0.011,0.001,0.503258335,1.356779649,1.5,NA,NA,NA,NA,69954
257,RacePref119,RacePref,51.71,4.31,Female,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,15,0.906,-0.6,-0.6,NA,0.566509507,-0.733333333,10,0.67,6,0.40,9,0.60,NA,NA,NA,NA,2,,0.071428571,0.761904762,1.037913316,60643,60643,"Chicago, IL",Cook County,urban,0.203,0.733,0.001,0.004,0,0.033,0.005,0.042,0.326353495,0.044,0.956,0.025,0.013,0.004,0.002,0,1.156779649,NA,NA,NA,NA,NA,65631
258,RacePref121,RacePref,39.24,3.27,Female,European or White-American,European or White-American,museum,Speaks more than one language,multilingual,NA,no,sibling,9,1.224,-0.333333333,-0.333333333,NA,0.99107606,NA,6,0.67,7,0.78,2,0.22,NA,NA,NA,NA,1,,NA,NA,0.978618129,60614,60614,"Chicago, IL",Cook County,urban,0.796,0.039,0,0.074,0,0.061,0.001,0.058,0.837390458,0.141,0.859,0.04,0.062,0.029,0.01,0,NA,NA,NA,NA,NA,NA,117138
259,RacePref122,RacePref,41.15,3.43,Male,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,14,1.449,0.142857143,0.142857143,NA,0.371232327,-0.857142857,4,0.29,7,0.50,7,0.50,NA,NA,NA,NA,4,,0.230769231,0.538461538,NA,75053,75053,"Grand Prairie, TX",Dallas County,suburban/rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.954434003,1.370950594,0.721928095,NA,NA,NA,NA
260,RacePref123,RacePref,45.69,3.81,Male,Hispanic or Latino-American,Hispanic or Latino-American,museum,Speaks more than one language,multilingual,NA,yes,sibling,12,0.414,-0.833333333,-0.833333333,NA,0.41381685,NA,8,0.67,6,0.50,6,0.50,NA,NA,NA,NA,2,,0.090909091,0.772727273,1.148419933,60629,60629,"Chicago, IL",Cook County,urban,0.082,0.195,0,0.004,0,0.71,0.001,0.015,1.096793931,0.67,0.33,0.644,0.021,0.002,0.003,0,0.591672779,NA,NA,NA,NA,NA,43506
261,RacePref124,RacePref,41.22,3.43,Male,Asian or Asian-American,Asian or Asian-American,museum,Speaks more than one language,multilingual,NA,yes,only,13,1.239,-0.230769231,-0.230769231,NA,0.995727452,NA,4,0.31,4,0.31,9,0.69,NA,NA,NA,NA,3,,0.166666667,0.538461538,NA,1803,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.298794941,0,NA,NA,NA,NA,NA
262,RacePref125,RacePref,52.89,4.41,Female,African or African-American,African or African-American,museum,Speaks only English,monolingual,NA,yes,sibling,18,1.609,0.444444444,0.444444444,NA,0.503258335,-0.777777778,3,0.17,9,0.50,9,0.50,NA,NA,NA,NA,7,,0.352941176,0.215686275,0.978618129,60614,60614,"Chicago, IL",Cook County,urban,0.796,0.039,0,0.074,0,0.061,0.001,0.058,0.837390458,0.141,0.859,0.04,0.062,0.029,0.01,0.811278124,0,1,1,1,0.918295834,0.985228136,117138
263,covidsnq_10,covidsnq,44.86842105,3.74,Male,African or African-American,African or African-American,lab,English,monolingual,Post-Graduate,yes,sibling,19,0.485460761,-0.789473684,-0.789473684,0.590723919,0.485460761,-0.789473684,6,0.32,11,,,,NA,NA,NA,NA,4,,0.166666667,,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
264,covidsnq_11,covidsnq,57.07236842,4.76,Female,European or White-American,European or White-American,lab,English,monolingual,Bachelor,yes,sibling,19,1.260771794,-0.294117647,-0.294117647,0.787126586,0.787126586,-0.529411765,7,0.37,12,,,,NA,NA,NA,NA,4,,0.166666667,,1.692340291,60607,60607,"Chicago, IL",Cook County,urban,0.522,0.144,0,0.225,0,0.083,0.002,0.048,1.186682418,0.239,0.761,0.047,0.073,0.112,0.007,NA,NA,NA,NA,NA,NA,NA,102726
265,covidsnq_12,covidsnq,22.00657895,1.83,Female,European or White-American,European or White-American,lab,"English, French, German",multilingual,Post-Graduate,no,sibling,20,1.09753784,-0.555555556,-0.555555556,1.722494568,0.964078765,NA,6,0.30,11,,,,NA,NA,NA,NA,3,,0.105263158,,1.695542311,60640,60640 & 46371 (during COVID-10 self-isolation),"Chicago, IL",Cook County,urban,0.553,0.166,0.003,0.109,0,0.143,0.002,0.049,1.587830324,0.341,0.659,0.12,0.096,0.066,0.059,NA,NA,NA,NA,NA,NA,NA,57221
